timestamp,source,label,confidence
2026-02-12 15:11:46,test.mp4,person,0.66
2026-02-12 15:11:48,test.mp4,person,0.86
2026-02-12 15:11:51,test.mp4,person,0.83
2026-02-12 15:11:53,test.mp4,person,0.85
2026-02-12 15:11:55,test.mp4,person,0.83
2026-02-12 15:12:09,test.mp4,person,0.83
2026-02-12 15:12:12,test.mp4,person,0.90
2026-02-12 15:12:14,test.mp4,person,0.89
2026-02-12 15:12:21,test.mp4,person,0.89
2026-02-12 15:12:24,test.mp4,person,0.86
2026-02-12 15:12:26,test.mp4,person,0.86
2026-02-12 15:12:28,test.mp4,person,0.90
2026-02-12 15:12:30,test.mp4,person,0.83
2026-02-12 15:12:32,test.mp4,person,0.88
2026-02-12 15:12:35,test.mp4,person,0.89
2026-02-12 15:12:38,test.mp4,person,0.90
2026-02-12 15:12:52,test.mp4,person,0.88
2026-02-12 15:12:55,test.mp4,person,0.84
2026-02-12 15:12:57,test.mp4,person,0.86
2026-02-12 15:13:10,test.mp4,person,0.86
2026-02-12 15:13:12,test.mp4,person,0.91
2026-02-12 15:13:14,test.mp4,person,0.93
2026-02-12 15:13:16,test.mp4,person,0.87
2026-02-12 15:13:18,test.mp4,person,0.88
2026-02-12 15:13:21,test.mp4,person,0.85
2026-02-12 15:13:23,test.mp4,person,0.82
2026-02-12 15:13:25,test.mp4,person,0.83
2026-02-12 15:13:27,test.mp4,person,0.92
2026-02-12 15:13:29,test.mp4,person,0.92
2026-02-12 15:13:31,test.mp4,person,0.91
2026-02-12 15:13:33,test.mp4,person,0.82
2026-02-12 15:13:36,test.mp4,person,0.73
2026-02-12 15:13:38,test.mp4,person,0.83
2026-02-12 15:13:40,test.mp4,person,0.88
2026-02-12 15:13:42,test.mp4,person,0.89
2026-02-12 15:13:44,test.mp4,person,0.92
2026-02-12 15:13:46,test.mp4,person,0.91
2026-02-12 15:13:49,test.mp4,person,0.89
2026-02-12 15:13:51,test.mp4,person,0.88
2026-02-12 15:13:53,test.mp4,person,0.89
2026-02-12 15:13:56,test.mp4,person,0.90
2026-02-12 15:13:58,test.mp4,person,0.89
2026-02-12 15:14:00,test.mp4,person,0.86
2026-02-12 15:14:02,test.mp4,person,0.87
2026-02-12 15:14:05,test.mp4,person,0.87
2026-02-12 15:14:07,test.mp4,person,0.86
2026-02-12 15:14:09,test.mp4,person,0.84
2026-02-12 15:14:12,test.mp4,person,0.87
2026-02-12 15:20:12,test.mp4,person,0.85
2026-02-12 15:20:14,test.mp4,person,0.84
2026-02-12 15:20:16,test.mp4,person,0.86
2026-02-12 15:20:18,test.mp4,person,0.87
2026-02-12 15:20:20,test.mp4,person,0.86
2026-02-12 15:20:22,test.mp4,person,0.86
2026-02-12 15:20:37,test.mp4,person,0.86
2026-02-12 15:20:40,test.mp4,person,0.85
2026-02-12 15:20:42,test.mp4,person,0.86
2026-02-12 15:20:44,test.mp4,person,0.85
2026-02-12 15:20:46,test.mp4,person,0.85
2026-02-12 15:20:56,test.mp4,person,0.86
2026-02-12 15:20:58,test.mp4,person,0.85
2026-02-12 15:21:00,test.mp4,person,0.85
2026-02-12 15:21:03,test.mp4,person,0.83
2026-02-12 15:21:05,test.mp4,person,0.84
2026-02-12 15:21:08,test.mp4,person,0.86
2026-02-12 15:21:12,test.mp4,person,0.86
2026-02-12 15:21:15,test.mp4,person,0.86
2026-02-12 15:21:17,test.mp4,person,0.87
2026-02-12 15:23:18,test.mp4,person,0.83
2026-02-12 15:23:20,test.mp4,person,0.83
2026-02-12 15:23:22,test.mp4,person,0.79
2026-02-12 15:23:24,test.mp4,person,0.81
2026-02-12 15:23:26,test.mp4,person,0.89
2026-02-12 15:23:29,test.mp4,person,0.90
2026-02-12 15:23:31,test.mp4,person,0.85
2026-02-12 15:23:33,test.mp4,person,0.82
2026-02-12 15:23:36,test.mp4,person,0.89
2026-02-12 15:23:40,test.mp4,person,0.90
2026-02-12 15:23:43,test.mp4,person,0.85
2026-02-12 15:23:50,test.mp4,person,0.88
2026-02-12 15:23:52,test.mp4,person,0.89
2026-02-12 15:23:54,test.mp4,person,0.79
2026-02-12 15:23:56,test.mp4,person,0.83
2026-02-12 15:23:59,test.mp4,person,0.86
2026-02-12 15:24:04,test.mp4,person,0.82
2026-02-12 15:24:14,test.mp4,person,0.82
2026-02-12 15:24:17,test.mp4,person,0.89
2026-02-12 15:24:19,test.mp4,person,0.80
2026-02-12 15:24:21,test.mp4,person,0.80
2026-02-12 15:24:23,test.mp4,person,0.83
2026-02-12 15:24:26,test.mp4,person,0.88
2026-02-12 15:24:28,test.mp4,person,0.78
2026-02-12 15:24:30,test.mp4,person,0.83
2026-02-12 15:24:32,test.mp4,person,0.80
2026-02-12 15:24:35,test.mp4,person,0.80
2026-02-12 15:24:37,test.mp4,person,0.80
2026-02-12 15:24:39,test.mp4,person,0.56
2026-02-12 15:24:41,test.mp4,person,0.85
